,zipcode_98168,zipcode_98055,zipcode_98112,zipcode_98075,zipcode_98022,space_land_15,zipcode_98038,view_qual_3,zipcode_98102,zipcode_98105,zipcode_98042,zipcode_98030,see_sea,zipcode_98119,zipcode_98002,bathrooms,bedrooms,zipcode_98058,zipcode_98006,zipcode_98001,floors,space_above,view_qual_2,zipcode_98198,zipcode_98031,space_int_15,zipcode_98005,view_qual_4,zipcode_98109,lat,yr_renovated,zipcode_98003,zipcode_98004,zipcode_98023,zipcode_98040,zipcode_98092,grade,zipcode_98106,zipcode_98033,house_age,zipcode_98133,view_qual_1,land_space,view_qual_0,zipcode_98178,interior_space,zipcode_98199,zipcode_98039,sqft_basement
19788,0,0,0,0,0,5250,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2052,0,0,0,2052,0,0,0,47.2824,0,1,0,0,0,0,8,0,0,2014,0,0,3723,1,0,2052,0,0,0
15353,0,0,0,0,0,11556,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,1.0,1730,0,0,0,2600,0,0,0,47.5882,0,0,1,0,0,0,8,0,0,1976,0,0,15164,1,0,3020,0,0,1290
11568,0,0,0,0,0,7488,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1440,0,0,0,1790,0,0,0,47.3187,0,0,0,1,0,0,8,0,0,1985,0,0,8050,1,0,1440,0,0,0
12337,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2080,1,0,0,2970,0,0,0,47.7064,0,0,0,0,0,0,9,0,0,2008,0,0,2971,0,0,2370,0,0,290
6661,0,0,0,0,0,11104,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1180,0,0,0,1680,0,0,0,47.488,0,0,0,0,0,0,6,0,0,1983,0,0,10277,1,0,1180,0,0,0
11845,0,0,0,0,0,3590,0,0,0,0,0,0,0,0,0,2.25,4,0,0,0,2.0,1680,0,0,0,1678,0,0,0,47.3258,0,0,0,0,0,1,8,0,0,2002,0,0,3179,1,0,1680,0,0,0
18219,0,0,0,0,0,9257,0,0,0,0,0,0,0,0,0,2.0,4,0,0,0,1.0,1890,0,0,0,1600,0,0,0,47.4377,0,0,0,0,0,0,7,0,0,1966,0,0,8362,1,0,1890,0,0,0
12357,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,1.75,2,0,0,0,1.0,1510,0,0,0,1740,0,0,0,47.6644,0,0,0,0,0,0,8,0,0,1978,0,0,4500,1,0,1510,0,0,0
15705,0,0,0,0,0,7686,1,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1620,0,0,0,1550,0,0,0,47.3617,0,0,0,0,0,0,7,0,0,1989,0,0,7320,1,0,1620,0,0,0
9174,0,0,0,0,0,6360,1,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,1100,0,0,0,1620,0,0,0,47.3878,0,0,0,0,0,0,7,0,0,1991,0,0,6360,1,0,1100,0,0,0
7472,0,0,0,1,0,9453,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2740,0,0,0,2830,0,0,0,47.5811,0,0,0,0,0,0,10,0,0,1990,0,0,12899,1,0,2740,0,0,0
15961,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,3.25,3,0,0,0,2.0,1140,0,0,0,1390,0,0,0,47.6735,0,0,0,0,0,0,8,0,0,2005,0,0,1278,1,0,1390,0,0,250
12402,0,0,0,0,0,6280,0,0,0,0,1,0,0,0,0,1.75,3,0,0,0,1.0,2040,0,0,0,1950,0,0,0,47.3519,0,0,0,0,0,0,8,0,0,1980,0,0,22693,1,0,2040,0,0,0
9929,0,0,0,0,0,4725,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1170,0,0,0,1360,0,0,0,47.5759,0,0,0,0,0,0,7,0,0,1917,0,0,4206,1,0,2340,0,0,1170
15616,0,0,0,0,0,2090,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1370,0,0,0,1630,0,0,1,47.6375,2011,0,0,0,0,0,9,0,0,104,0,0,1911,1,0,1370,0,0,0
18104,0,0,0,0,0,155073,0,0,0,0,0,0,0,0,0,2.5,2,0,0,0,1.0,1320,0,0,0,1830,0,0,0,47.5157,0,0,0,0,0,0,8,0,0,2004,0,0,48787,1,0,1320,0,0,0
14969,0,0,0,0,0,5250,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,1960,0,0,0,1870,0,0,0,47.3167,0,0,0,0,0,1,7,0,0,1998,0,0,5642,1,0,1960,0,0,0
8891,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,1.75,4,0,0,1,1.0,1020,0,0,0,1560,0,0,0,47.2633,0,0,0,0,0,0,7,0,0,1946,0,0,9600,1,0,1880,0,0,860
19035,0,0,0,0,0,6041,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2600,0,0,0,2470,0,0,0,47.5146,0,0,0,0,0,0,9,0,0,2005,0,0,4506,1,0,2600,0,0,0
14446,0,0,0,0,0,7067,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,1020,0,0,0,1470,0,0,0,47.7008,0,0,0,0,0,0,7,0,0,1941,0,0,7137,1,0,1470,0,0,450
17333,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,2.0,1470,0,0,0,1380,0,0,0,47.5478,0,0,0,0,0,0,8,0,0,2005,0,0,1703,1,0,1470,0,0,0
13767,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.5,1100,0,0,0,1770,0,0,0,47.6604,0,0,0,0,0,0,7,0,0,1908,0,0,5400,1,0,1100,1,0,0
11907,0,0,0,0,0,80148,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,1.5,2300,0,0,0,2830,0,0,0,47.2617,0,0,0,0,0,1,9,0,0,1979,0,0,42884,1,0,3630,0,0,1330
4395,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0,3.0,3,0,0,0,2.0,1860,0,0,0,1370,0,0,0,47.5525,0,0,0,0,0,0,7,0,0,2001,0,0,2554,1,0,2010,0,0,150
1495,0,0,0,0,0,4895,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2460,0,0,0,2900,0,0,0,47.7719,0,0,0,0,0,0,8,0,0,2004,0,0,4862,1,0,2460,0,0,0
5427,0,0,0,0,0,65775,0,0,0,0,0,0,0,0,0,3.25,4,0,0,0,2.0,3090,0,0,0,3200,0,0,0,47.6674,0,0,0,0,0,0,10,0,0,1988,0,0,67518,1,0,3090,0,0,0
4320,0,0,0,0,0,11078,0,0,0,0,0,0,0,0,0,1.75,5,0,0,0,1.0,1380,0,0,0,2028,0,0,0,47.7452,0,0,0,0,0,0,7,0,0,1972,0,0,14100,1,0,2460,0,0,1080
14572,0,0,0,0,1,7670,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,800,0,0,0,1240,0,0,0,47.205,0,0,0,0,0,0,6,0,0,1918,0,0,5280,1,0,800,0,0,0
2521,0,0,0,0,0,4200,1,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1560,0,0,0,1560,0,0,0,47.3838,0,0,0,0,0,0,7,0,0,2003,0,0,4200,1,0,1560,0,0,0
1385,0,0,0,0,0,9669,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1510,0,0,0,2210,0,0,0,47.524,0,0,0,0,0,0,8,0,0,1951,0,0,10182,1,0,2840,0,0,1330
4079,0,0,0,0,0,8449,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,1780,0,0,0,2140,0,0,0,47.4617,0,0,0,0,0,0,7,0,0,1964,0,0,11342,1,0,1780,0,0,0
6811,0,0,0,0,0,8149,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,770,0,0,0,820,0,0,0,47.7439,0,0,0,0,0,0,6,0,0,1948,0,0,8149,1,0,770,0,0,0
2828,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,3.5,4,0,0,0,2.0,2030,0,0,0,1780,0,0,0,47.5732,2007,0,0,0,0,0,9,0,0,85,0,0,4440,1,0,3070,0,0,1040
19223,0,0,0,0,0,9752,0,0,0,0,0,0,0,0,0,2.0,5,0,0,0,2.0,1860,0,0,0,1390,0,0,0,47.4484,0,0,0,0,0,0,7,0,0,1980,0,0,9000,1,0,1860,0,0,0
16759,0,0,0,0,0,8006,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,1.0,1440,0,0,0,2030,0,0,0,47.7456,0,0,0,0,0,0,8,0,0,1966,1,0,12051,1,0,2440,0,0,1000
1788,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,860,0,0,0,1220,0,0,0,47.5133,1945,0,0,0,0,0,6,0,0,30,0,0,5000,1,0,860,0,0,0
4315,0,0,0,0,0,6000,0,1,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,1670,0,0,0,2780,0,0,0,47.6442,0,0,0,0,0,0,9,0,0,1948,0,0,6000,0,0,2780,1,0,1110
11312,0,0,0,0,0,7903,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1010,0,0,0,1010,0,0,0,47.766,0,0,0,0,0,0,6,0,0,1948,0,0,7903,1,0,1010,0,0,0
17081,0,0,0,0,0,5700,0,0,0,0,0,0,0,0,0,1.75,2,0,0,0,1.0,1090,0,0,0,1270,0,0,0,47.6889,0,0,0,0,0,0,7,0,0,1952,0,0,4000,1,0,1990,0,0,900
14238,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,2.0,4,0,0,0,1.0,1750,0,0,0,1270,0,0,0,47.4791,0,0,0,0,0,0,6,0,0,1944,0,0,7800,1,0,1750,0,0,0
5520,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.5,2100,0,0,0,1830,0,0,0,47.6776,0,0,0,0,0,0,8,0,0,1916,0,0,5000,1,0,2100,0,0,0
7224,0,0,0,0,0,8403,1,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2580,0,0,0,2410,0,0,0,47.3658,0,0,0,0,0,0,9,0,0,2003,0,0,11780,1,0,2580,0,0,0
7059,0,0,0,0,0,91040,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,1.5,3640,0,0,0,2670,0,0,0,47.5078,0,0,0,0,0,0,10,0,0,1999,0,0,231739,1,0,3640,0,0,0
13609,0,0,0,0,0,8050,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,1.0,1290,0,0,0,1560,0,0,0,47.6297,0,0,0,0,0,0,7,0,0,1966,0,0,9491,1,0,2280,0,0,990
16396,0,0,0,0,0,9840,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1740,0,0,0,1930,0,0,0,47.5748,0,0,0,0,1,0,8,0,0,1963,0,0,9840,1,0,1740,0,0,0
20845,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,3.0,1140,0,0,0,1230,0,0,0,47.6907,0,0,0,0,0,0,8,0,0,2005,0,0,1069,1,0,1140,0,0,0
19472,0,0,0,0,0,11652,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1020,0,0,0,1690,0,0,0,47.4459,0,0,0,0,0,0,6,0,0,1971,0,0,11652,1,0,1020,0,0,0
20896,0,0,0,0,0,3800,1,0,0,0,0,0,0,0,0,2.25,3,0,0,0,2.0,1450,0,0,0,1660,0,0,0,47.367,0,0,0,0,0,0,7,0,0,2010,0,0,4050,1,0,1450,0,0,0
12159,0,0,0,0,0,14550,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,1.0,1360,0,0,0,1790,0,0,0,47.4694,0,0,0,0,0,0,8,0,0,1978,0,0,16050,1,0,2080,0,0,720
7145,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2240,0,0,0,2000,0,0,0,47.4868,0,0,0,0,0,0,7,0,0,2006,0,0,4447,1,0,2240,0,0,0
20946,0,0,0,0,0,5049,0,0,0,0,0,0,0,0,0,2.5,4,0,0,1,2.0,1934,0,0,0,1919,0,0,0,47.2602,0,0,0,0,0,0,8,0,0,2013,0,0,5677,1,0,1934,0,0,0
3747,0,0,0,0,0,14859,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,1770,0,0,0,2050,0,0,0,47.7306,0,0,0,0,0,0,7,0,0,1990,0,0,13168,1,0,1770,0,0,0
4455,0,0,0,0,0,7573,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1320,0,0,0,1160,0,0,0,47.7367,0,0,0,0,0,0,7,0,0,1982,0,0,7341,1,0,1320,0,0,0
21540,0,0,0,0,0,12969,0,1,0,0,0,0,0,0,0,3.5,5,0,1,0,2.0,2920,0,0,0,5790,0,0,0,47.5382,0,0,0,0,0,0,10,0,0,2014,0,0,13000,0,0,4410,0,0,1490
17089,0,0,0,0,0,11782,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,1590,0,0,0,2700,0,0,0,47.5423,0,0,0,0,1,0,8,0,0,1977,0,0,11782,1,0,2130,0,0,540
11291,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1690,0,0,0,1950,0,0,0,47.5897,0,0,0,0,1,0,7,0,0,1978,0,0,13500,1,0,1690,0,0,0
16925,0,0,0,0,0,9861,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,890,0,0,0,1270,0,0,0,47.5398,0,0,0,0,0,0,7,0,0,1960,0,0,9870,1,0,890,0,0,0
6003,0,0,0,0,0,6911,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,1260,0,0,0,1630,0,0,0,47.7188,0,0,0,0,0,0,7,0,0,1988,0,0,6911,1,0,1610,0,0,350
21161,0,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2680,0,0,0,2990,0,0,0,47.4761,0,0,0,0,0,0,8,0,0,2013,0,0,5539,1,0,2680,0,0,0
17739,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,830,0,0,0,1050,0,0,0,47.6932,0,0,0,0,0,0,6,0,0,1941,0,0,5100,1,0,830,0,0,0
19758,0,0,0,0,0,2199,0,0,1,0,0,0,0,0,0,3.25,3,0,0,0,2.0,2890,0,0,0,2860,0,0,0,47.626,0,0,0,0,0,0,12,0,0,2006,0,0,3452,1,0,3890,0,0,1000
351,0,0,0,0,0,10180,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,2.0,2270,0,0,0,2610,0,0,0,47.5603,0,0,0,0,1,0,9,0,0,1965,0,0,10460,1,0,2270,0,0,0
14832,0,0,0,0,0,6160,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1390,0,0,0,1230,0,0,0,47.7289,0,0,0,0,0,0,7,0,0,1949,1,0,6160,1,0,1390,0,0,0
787,0,0,0,0,0,63162,0,0,0,0,0,0,0,0,0,2.0,4,0,0,0,1.0,2090,0,0,0,2380,0,0,0,47.4691,0,0,0,0,0,0,7,0,0,1984,0,0,40419,1,0,2090,0,0,0
17650,0,0,0,0,0,4647,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1910,0,0,0,1940,0,0,0,47.5738,0,0,0,0,0,0,8,0,0,1988,0,0,5562,1,0,1910,0,0,0
11396,0,0,0,0,0,3044,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1460,0,0,0,1490,0,0,0,47.544,0,0,0,0,0,0,7,0,0,2000,0,0,3044,1,0,1460,0,0,0
1023,0,0,0,0,0,7326,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1260,0,0,0,1330,0,0,0,47.7263,0,0,0,0,0,0,7,0,0,1969,0,0,7128,1,0,1260,0,0,0
21131,0,0,0,0,0,9620,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,2.0,3030,0,0,0,3030,0,0,0,47.4815,0,0,0,0,0,0,8,0,0,2011,0,0,6625,1,0,3030,0,0,0
1408,0,1,0,0,0,7700,0,0,0,0,0,0,0,0,0,2.25,4,0,0,0,2.0,2100,0,0,0,2190,0,0,0,47.4391,0,0,0,0,0,0,8,0,0,1978,0,0,8050,1,0,2100,0,0,0
21061,0,0,0,0,0,4667,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,2.0,1490,0,0,0,1750,0,0,0,47.7607,0,0,0,0,0,0,7,0,0,2009,0,0,4539,1,0,1490,0,0,0
7875,0,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,3.0,1490,0,0,0,1364,0,0,0,47.7173,0,0,0,0,0,0,8,0,0,2004,0,0,1709,1,0,1490,0,0,0
13877,0,0,0,0,0,12384,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,1.0,1910,0,0,0,2200,0,0,0,47.626,0,0,0,0,0,0,8,0,0,1978,0,0,12039,1,0,2570,0,0,660
13198,0,0,0,0,0,10323,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,920,0,0,0,2550,0,1,0,47.5145,0,0,0,0,0,0,7,0,0,1941,0,0,8442,0,0,1020,0,0,100
15689,0,0,0,0,0,8470,0,0,0,0,0,1,0,0,0,2.25,3,0,0,0,1.0,1100,0,0,0,1830,0,0,0,47.3801,0,0,0,0,0,0,8,0,0,1977,0,0,10962,1,0,1630,0,0,530
6883,0,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,700,0,0,0,1230,0,0,0,47.7492,0,0,0,0,0,0,6,0,0,1949,0,0,5559,1,0,700,0,0,0
15329,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,1070,0,0,0,1910,0,0,0,47.495,0,0,0,0,0,0,5,0,0,1922,0,0,6000,1,1,1070,0,0,0
3389,0,0,0,0,0,9620,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,2160,0,0,0,2760,0,0,0,47.4806,0,0,0,0,0,0,10,0,0,1991,0,0,105415,1,0,2160,0,0,0
1547,0,0,0,0,0,7416,0,0,0,0,0,0,0,0,0,2.75,3,0,0,0,1.0,1210,0,0,0,1540,0,0,0,47.7163,0,0,0,0,0,0,7,0,0,1980,0,0,6760,1,0,1540,0,0,330
12937,0,0,0,0,0,7215,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2070,0,0,0,2010,0,0,0,47.5072,0,0,0,0,0,0,8,0,0,1999,0,0,8658,1,1,2070,0,0,0
13851,0,0,0,0,0,20220,0,1,0,0,0,0,0,0,0,2.75,5,0,0,0,1.0,1660,0,0,0,3750,0,0,0,47.6267,0,0,1,0,0,0,9,0,0,1959,0,0,20274,0,0,2880,0,0,1220
14621,0,0,0,0,0,21876,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1860,0,0,0,2450,0,0,0,47.6455,0,0,0,0,0,0,8,0,0,1992,0,0,21876,1,0,1860,0,0,0
20296,0,0,0,0,0,9765,0,1,0,0,0,0,0,0,0,4.0,4,0,0,0,2.0,4360,0,0,0,3726,0,0,0,47.3389,0,1,0,0,0,0,10,0,0,2011,0,0,9695,0,0,5635,0,0,1275
10961,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,640,0,0,0,1280,0,0,0,47.6163,0,0,0,0,0,0,7,0,0,1945,0,0,3870,1,0,1280,0,0,640
17252,0,0,0,0,0,6087,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,2.0,3160,0,0,0,3670,0,0,0,47.5362,0,0,0,0,0,0,9,0,0,2003,0,0,5635,1,0,3160,0,0,0
19284,0,0,0,0,0,8640,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1000,0,0,0,1550,0,0,0,47.5069,0,0,0,0,0,0,7,0,0,1979,0,0,7200,1,0,1420,0,0,420
3034,0,0,0,0,0,9529,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1310,0,1,0,1330,0,0,0,47.4105,0,0,0,0,0,0,7,0,0,1956,0,0,9529,1,0,1310,0,0,0
12690,0,0,0,0,0,5881,0,1,0,0,0,0,0,0,0,3.5,3,0,0,0,1.0,1570,0,0,0,2350,0,0,0,47.7076,1996,0,0,0,0,0,8,0,0,68,0,0,7050,0,0,3070,0,0,1500
11330,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,1.5,1480,0,0,0,1740,0,0,0,47.5719,0,0,0,0,0,0,8,0,0,1912,0,0,5077,1,0,2210,0,0,730
16572,0,0,0,0,0,10530,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1140,0,0,0,1490,0,0,0,47.7027,0,0,0,0,0,0,7,0,1,1982,0,0,8558,1,0,1140,0,0,0
13897,0,0,0,0,0,7980,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,940,0,0,0,1050,0,0,0,47.5107,0,0,0,0,0,0,6,0,0,1961,0,0,7980,1,0,940,0,0,0
4330,0,0,0,0,0,8800,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1460,0,0,0,1550,0,0,0,47.5155,0,0,0,0,0,0,7,0,0,1985,0,0,9261,1,0,1460,0,0,0
800,0,0,0,0,0,4590,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.5,1340,0,0,0,2030,0,0,0,47.6518,0,0,0,0,0,0,7,0,0,1913,0,0,2720,1,0,1340,0,0,0
1412,0,0,0,0,0,8211,0,0,0,0,0,0,0,0,0,1.5,4,0,0,0,1.0,1280,0,0,0,1420,0,0,0,47.4949,0,0,0,0,0,0,6,0,0,1960,0,0,8000,1,1,1280,0,0,0
5153,0,0,0,0,0,4556,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2250,0,0,0,2250,0,0,0,47.4787,0,0,0,0,0,0,7,0,0,2006,0,0,3757,1,0,2250,0,0,0
13997,0,0,0,0,0,4673,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,1.0,1520,0,0,0,3050,0,0,0,47.7107,0,0,0,0,0,0,9,0,0,1989,0,0,12825,1,0,2190,0,0,670
796,0,0,0,0,0,33171,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,3200,0,0,0,2930,0,0,0,47.6304,0,0,0,0,0,0,9,0,0,1993,0,0,36276,1,0,3200,0,0,0
19373,0,0,0,0,0,3880,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,1.0,860,0,0,0,1000,0,0,0,47.687,0,0,0,0,0,0,7,0,0,1918,0,0,3880,1,0,1260,0,0,400
10065,0,0,0,0,0,3088,0,0,0,0,0,0,0,0,0,2.25,2,0,0,0,2.0,1290,0,0,0,1360,0,0,0,47.6803,0,0,0,0,0,0,7,0,0,1984,0,0,2436,1,0,1290,0,0,0
1740,0,0,0,0,0,35230,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2930,1,0,0,3720,0,0,0,47.5151,0,0,0,0,0,0,9,0,0,2000,0,0,33981,0,0,2930,0,0,0
8544,0,0,0,0,0,209523,1,0,0,0,0,0,0,0,0,2.75,4,0,0,0,2.0,4010,0,0,0,2451,0,0,0,47.4299,0,0,0,0,0,0,10,0,0,2004,0,0,87555,1,0,4010,0,0,0
16274,0,0,0,0,0,2390,0,0,0,0,1,0,0,0,0,2.5,2,0,0,0,2.0,1660,0,0,0,1740,0,0,0,47.3793,0,0,0,0,0,0,7,0,0,1981,0,0,2258,1,0,1660,0,0,0
12748,0,0,0,0,0,5900,0,1,0,0,0,0,0,0,0,3.5,4,0,0,0,2.0,2050,0,0,0,2170,0,0,0,47.571,0,0,0,0,0,0,9,0,0,1984,0,0,7020,0,0,3050,0,0,1000
18622,0,0,0,0,0,7961,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,1.0,1420,0,0,0,1920,0,0,0,47.7197,0,0,0,0,0,0,7,0,0,1969,0,0,8261,1,0,1820,0,0,400
13042,0,0,0,0,0,46173,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1390,0,0,0,2460,0,0,0,47.7637,0,0,0,0,0,0,9,0,0,1986,0,0,40392,1,0,2580,0,0,1190
3545,0,1,0,0,0,7425,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,930,0,0,0,1790,0,0,0,47.4667,2008,0,0,0,0,0,7,0,0,58,0,0,7969,1,0,1830,0,0,900
12619,0,0,0,0,0,6315,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,1430,0,0,0,1630,0,0,0,47.7564,0,0,0,0,0,0,7,0,0,1945,0,0,6000,1,0,1430,0,0,0
16494,0,0,0,0,0,4286,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1750,0,0,0,1750,0,0,0,47.6953,0,0,0,0,0,0,7,0,1,1991,0,0,3354,1,0,1750,0,0,0
4972,0,0,0,0,0,4919,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2810,0,0,0,2470,0,0,0,47.7739,0,0,0,0,0,0,8,0,0,2003,0,0,4932,1,0,2810,0,0,0
18466,0,0,0,0,0,8155,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,910,0,0,0,1240,0,0,0,47.7399,0,0,0,0,0,0,6,0,0,1948,0,0,8155,1,0,910,0,0,0
8294,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,3.25,4,0,0,0,2.0,2885,0,0,0,1910,0,0,0,47.5174,0,0,0,0,0,0,8,0,0,1984,0,0,33671,1,0,2885,0,0,0
14409,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,1.0,1010,0,0,0,1390,0,0,0,47.5202,0,0,0,0,0,0,7,0,0,1958,0,0,7070,1,0,2020,0,0,1010
3883,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,2.75,3,0,0,0,3.0,1350,0,0,0,1520,0,0,0,47.5763,0,0,0,0,0,0,9,0,0,2014,0,0,1350,1,0,1670,0,0,320
21433,0,0,0,0,0,5079,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2670,0,0,0,3040,0,0,0,47.51,0,0,0,0,0,0,9,0,0,2007,0,0,4534,1,0,2670,0,0,0
14841,0,0,0,0,0,5500,0,0,1,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1800,0,0,0,2220,0,0,0,47.6439,0,0,0,0,0,0,9,0,0,1922,0,0,4400,1,0,2450,0,0,650
3950,0,0,0,0,0,14789,0,1,0,0,0,0,0,0,0,1.75,4,0,0,0,2.0,2060,0,0,0,2520,0,0,0,47.6499,1980,0,0,0,0,0,8,0,0,44,0,0,8447,0,0,2410,0,0,350
6991,0,0,0,0,0,10403,0,0,0,0,0,0,0,0,0,3.25,5,0,0,0,2.0,3060,0,0,0,1840,0,0,0,47.7212,0,0,0,0,0,0,8,0,0,2004,0,0,11778,1,0,3060,0,0,0
11355,0,0,0,0,0,5554,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1350,1,0,0,1960,0,0,0,47.6366,0,0,0,0,0,0,8,0,0,1940,0,0,6117,0,0,1790,1,0,440
5754,0,0,0,0,0,38119,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2440,0,0,0,2860,0,0,0,47.6685,0,0,0,0,0,0,9,0,0,1987,0,0,34290,1,0,2440,0,0,0
6017,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,1140,0,0,0,1110,0,0,0,47.5187,0,0,0,0,0,0,6,1,0,1947,0,0,5500,1,0,1140,0,0,0
