,sqft_basement,view_qual,yr_renovated,zipcode_98040,space_above,see_sea,bathrooms,space_int_15,zipcode_98006,bedrooms,lat,zipcode_98039,zipcode_98112,grade,interior_space,zipcode_98004,floors
18210,0,0,0,0,1720,0,2.5,1720,0,3,47.4039,0,0,7,1720,0,2.0
19459,0,0,0,0,1010,0,1.5,1330,0,2,47.6529,0,0,8,1010,0,3.0
7341,1330,0,0,0,3200,0,3.0,3430,0,5,47.7702,0,0,9,4530,0,1.5
9547,360,3,0,0,1680,0,1.0,2300,0,3,47.7028,0,0,8,2040,0,1.0
922,0,0,0,0,1340,0,1.5,1340,0,3,47.4405,0,0,7,1340,0,1.0
19137,380,0,0,0,1410,0,1.75,1790,0,4,47.4963,0,0,6,1790,0,1.5
17483,980,0,0,0,980,0,1.75,1070,0,3,47.5208,0,0,7,1960,0,1.0
3308,1210,0,0,0,1390,0,2.25,2110,0,4,47.3174,0,0,8,2600,0,1.0
11758,930,0,0,0,1330,0,3.0,1940,0,5,47.7508,0,0,7,2260,0,1.0
782,190,0,0,0,1050,0,1.5,1180,0,3,47.7073,0,0,8,1240,0,2.0
10246,0,0,0,0,1560,0,1.75,2080,0,4,47.7274,0,0,7,1560,0,1.0
6228,550,0,0,0,1290,0,2.5,2160,0,3,47.7586,0,0,7,1840,0,1.0
1714,750,0,0,0,2370,0,3.25,2520,0,4,47.69,0,0,9,3120,0,2.0
17923,930,0,0,0,1140,0,1.5,1770,0,3,47.6896,0,0,7,2070,0,1.0
15445,790,0,2008,0,790,0,1.5,1130,0,4,47.5002,0,0,6,1580,0,1.0
8532,0,0,0,0,900,0,1.0,1830,0,1,47.7019,0,0,6,900,0,1.0
1335,0,0,0,0,2080,0,2.5,1530,0,3,47.6036,0,0,8,2080,0,2.0
8805,0,0,0,0,2434,0,2.5,2434,0,4,47.2874,0,0,8,2434,0,2.0
11810,380,0,0,0,1320,0,1.75,2000,0,4,47.7453,0,0,8,1700,0,1.0
20276,160,0,0,0,950,0,1.5,1110,0,2,47.5427,0,0,7,1110,0,2.0
10969,290,0,0,0,1730,0,2.5,1620,0,4,47.6503,0,0,9,2020,0,2.0
15623,360,0,0,0,1070,0,1.75,1490,0,3,47.7218,0,0,7,1430,0,1.0
6174,1320,0,0,0,1470,0,2.75,1760,0,8,47.7565,0,0,7,2790,0,1.0
16598,1380,0,0,0,1860,0,2.5,3150,0,4,47.6298,0,0,9,3240,0,1.0
14458,0,0,0,0,1090,0,1.5,1160,0,3,47.3609,0,0,6,1090,0,1.0
5174,0,0,0,0,1720,0,2.25,2340,0,3,47.3136,0,0,8,1720,0,2.0
891,0,0,2014,0,1820,0,1.0,1820,0,4,47.6476,0,0,8,1820,0,1.5
1054,940,0,0,0,1460,0,2.25,1250,0,4,47.6763,0,0,7,2400,0,1.5
11950,1900,3,0,0,2050,0,2.75,3130,0,4,47.6969,0,0,10,3950,0,1.0
14904,350,0,0,0,1360,0,1.75,1490,0,3,47.5492,0,0,7,1710,0,1.0
10901,620,0,0,0,1220,0,1.75,1770,0,4,47.6579,0,0,7,1840,0,1.0
7096,1060,0,1969,0,1360,0,3.0,1840,0,5,47.536,0,0,7,2420,0,1.0
18075,1180,2,0,0,1990,0,2.25,2980,0,2,47.6291,0,0,10,3170,0,2.0
446,935,0,0,0,2610,0,2.5,3630,0,3,47.5534,0,0,10,3545,0,1.0
21209,0,0,0,0,2050,0,2.5,2480,0,4,47.491,0,0,7,2050,0,2.0
16175,400,0,0,0,1400,0,2.75,1400,0,5,47.6831,0,0,7,1800,0,1.5
10271,0,0,0,0,2350,0,2.75,2014,0,4,47.5098,0,0,7,2350,0,2.0
3634,1500,0,0,0,1500,0,2.75,2050,0,5,47.6567,0,0,8,3000,0,1.0
5662,1230,0,0,0,1450,0,1.5,2900,0,5,47.6348,0,0,8,2680,1,1.0
12484,0,0,0,0,530,0,1.0,1200,0,1,47.6946,0,0,5,530,0,1.0
4249,0,0,0,0,3190,0,2.75,3160,0,4,47.5903,0,0,9,3190,0,2.0
7537,640,0,0,0,870,0,2.0,1420,0,4,47.5972,0,0,7,1510,0,1.0
16398,0,0,0,0,2100,0,1.5,1300,0,3,47.4222,0,0,7,2100,0,1.0
18234,0,0,0,0,1520,0,1.0,1470,0,3,47.587,0,0,7,1520,0,1.0
7050,600,0,0,0,1140,0,2.75,1550,0,3,47.3456,0,0,7,1740,0,1.0
521,0,0,2005,0,630,0,1.0,1470,0,2,47.4973,0,0,6,630,0,1.0
16320,0,0,0,0,1390,0,1.0,1440,0,3,47.7758,0,0,7,1390,0,1.5
14166,0,0,0,0,3260,0,3.5,1810,0,5,47.3703,0,0,8,3260,0,2.0
17348,0,0,0,0,1040,0,1.0,910,0,2,47.3877,0,0,6,1040,0,1.0
8679,0,0,0,0,2850,0,2.5,2440,0,4,47.6747,0,0,9,2850,0,2.0
350,0,0,0,0,560,0,0.75,1300,0,1,47.675,0,0,4,560,0,1.0
14566,0,0,0,0,850,0,1.0,1280,0,2,47.4696,0,0,6,850,0,1.0
17920,0,0,0,0,2140,0,1.75,1720,0,4,47.3583,0,0,7,2140,0,1.0
519,0,0,0,0,3180,0,3.25,2200,0,4,47.4711,0,0,10,3180,0,2.0
728,340,0,0,0,1130,0,1.75,1590,0,3,47.4818,0,0,7,1470,0,1.0
17962,390,0,0,0,3190,0,3.75,2740,0,5,47.5322,0,0,10,3580,0,2.0
21552,0,0,0,0,1100,0,1.25,1110,0,1,47.6228,0,1,9,1100,0,3.0
17218,0,0,0,0,1610,0,2.0,1600,0,3,47.397,0,0,7,1610,0,1.0
13637,900,0,0,0,900,0,2.0,1400,0,4,47.561,0,0,7,1800,0,1.0
4553,1090,0,0,0,1450,0,2.25,1780,0,4,47.719,0,0,8,2540,0,1.0
20135,0,0,0,0,1794,0,2.5,3557,0,3,47.3052,0,0,7,1794,0,2.0
10964,0,0,0,0,2400,0,2.5,2230,0,4,47.3358,0,0,8,2400,0,2.0
4281,960,0,0,0,1280,0,1.5,1870,0,5,47.7046,0,0,8,2240,0,1.0
19926,0,0,0,0,2655,0,2.5,2879,0,3,47.2972,0,0,8,2655,0,2.0
5625,0,0,0,0,880,0,1.0,1240,0,2,47.5071,0,0,7,880,0,1.0
8481,0,0,0,0,1330,0,1.75,1330,0,3,47.3411,0,0,7,1330,0,1.0
7869,0,0,0,0,1400,0,2.0,1450,0,3,47.1949,0,0,7,1400,0,1.0
10451,0,0,0,0,2420,0,2.5,2420,0,3,47.5361,0,0,7,2420,0,2.0
6534,250,0,0,0,1150,0,2.0,1820,0,3,47.4655,0,0,7,1400,0,1.0
713,0,0,0,0,1130,0,1.0,1540,0,4,47.3437,0,0,7,1130,0,1.0
19614,0,0,0,0,3230,0,2.25,2760,0,3,47.3065,0,0,9,3230,0,2.0
5226,0,0,0,0,660,0,1.0,970,0,2,47.4938,0,0,5,660,0,1.0
6846,0,0,0,0,1270,0,1.0,2260,0,3,47.6874,0,0,7,1270,0,1.0
823,680,0,0,0,1130,0,1.0,1810,0,3,47.7493,0,0,7,1810,0,1.0
2487,0,0,0,0,1350,0,2.0,1790,0,2,47.6344,0,0,8,1350,0,1.0
9783,0,0,0,0,1570,0,2.0,1640,0,3,47.6965,0,0,8,1570,0,1.0
4146,0,0,2005,0,580,0,1.0,1260,0,1,47.6829,0,0,7,580,0,1.0
10411,0,0,0,0,870,0,1.0,1240,0,2,47.5465,0,0,7,870,0,1.0
12418,0,0,0,0,620,0,1.0,1180,0,1,47.5138,0,0,5,620,0,1.0
7201,1130,0,0,0,1130,0,1.75,2240,0,3,47.7129,0,0,7,2260,0,1.0
2829,0,0,0,0,1170,0,1.0,1170,0,3,47.4514,0,0,6,1170,0,1.0
3590,0,0,0,0,2540,0,2.5,1560,0,4,47.6317,0,0,7,2540,0,1.0
6904,0,0,0,0,2290,0,2.5,2130,0,4,47.3762,0,0,8,2290,0,2.0
16050,0,0,0,0,1620,0,1.75,1880,0,3,47.5091,0,0,6,1620,0,1.5
18809,700,0,0,0,1340,0,1.5,1190,0,3,47.5218,0,0,7,2040,0,1.0
8890,0,0,0,0,830,0,1.0,1100,0,2,47.5293,0,0,6,830,0,1.0
10088,0,0,0,0,2320,0,2.5,2320,0,4,47.484,0,0,8,2320,0,2.0
12554,0,0,0,0,2190,0,1.75,1980,0,3,47.3098,0,0,8,2190,0,1.0
17279,0,0,0,0,740,0,1.0,1080,0,2,47.5245,0,0,6,740,0,1.0
1734,0,4,1992,0,680,0,1.0,1010,0,1,47.5832,0,0,6,680,0,1.0
3372,0,0,0,0,1290,0,1.0,1640,0,2,47.6877,0,0,7,1290,0,1.0
662,0,0,0,0,1640,0,2.5,1880,0,3,47.7522,0,0,7,1640,0,2.0
11,300,0,0,0,860,0,1.0,1330,0,2,47.69,0,0,7,1160,0,1.0
16632,0,0,0,0,3560,0,2.5,3660,0,3,47.6652,0,0,10,3560,0,2.0
9749,1200,2,0,0,1400,0,2.0,2050,0,4,47.637,0,0,8,2600,0,1.0
13858,0,0,0,0,1798,0,1.75,1300,0,5,47.3266,0,0,7,1798,0,1.0
8877,800,2,0,0,800,0,1.0,1640,0,3,47.5686,0,0,6,1600,0,1.0
1251,0,0,0,0,1270,0,1.0,1780,0,3,47.5074,0,0,7,1270,0,1.0
14497,0,4,0,0,1770,0,1.5,2650,0,3,47.7648,0,0,9,1770,0,1.0
4891,400,0,0,0,1500,0,1.5,1810,0,3,47.6991,0,0,7,1900,0,1.0
7687,0,0,0,0,1530,0,2.5,1720,0,3,47.5691,0,0,8,1530,0,2.0
7762,0,0,0,0,1660,0,1.5,2200,0,3,47.6368,0,0,7,1660,0,1.5
9772,0,0,0,0,1660,0,2.5,2010,0,3,47.3812,0,0,7,1660,0,2.0
17589,0,0,0,0,1940,0,1.0,2170,0,4,47.7188,0,0,7,1940,0,1.5
7372,0,0,0,0,2470,0,3.0,2470,0,6,47.6025,0,0,8,2470,0,2.0
21298,0,0,0,0,2550,0,2.5,2550,0,4,47.4919,0,0,7,2550,0,2.0
14542,600,0,0,0,1090,0,1.75,1380,0,4,47.6888,0,0,7,1690,0,1.0
20997,0,0,0,0,3200,0,3.5,2550,0,3,47.7636,0,0,10,3200,0,2.0
3767,0,0,0,0,700,0,1.0,1490,0,2,47.4752,0,0,6,700,0,1.0
1666,0,0,0,0,2340,0,2.0,990,0,4,47.3578,0,0,6,2340,0,1.5
19818,0,0,0,0,2710,0,2.75,2710,0,5,47.3547,0,0,8,2710,0,2.0
1802,0,0,0,0,1640,0,1.0,1590,0,4,47.5563,0,0,6,1640,0,1.5
15910,0,0,0,0,1220,0,1.5,1360,0,3,47.6981,0,0,6,1220,0,1.5
18715,450,4,0,0,1930,0,2.75,3370,0,3,47.6626,0,0,9,2380,0,2.0
3996,1170,0,0,0,1600,0,2.5,2730,0,4,47.3386,0,0,8,2770,0,1.0
17932,720,0,0,0,1470,0,2.75,1600,0,4,47.6868,0,0,7,2190,0,1.5
12391,800,0,0,0,1150,0,2.5,2050,0,4,47.656,0,0,7,1950,0,1.0
18273,730,0,0,0,1490,0,1.5,1800,0,4,47.6233,0,0,7,2220,1,1.0
10962,0,0,0,0,1800,0,1.5,1370,0,4,47.4664,0,0,7,1800,0,1.0
13003,1210,0,0,0,1710,0,2.25,1940,0,3,47.7065,0,0,8,2920,0,1.0
4872,0,0,0,0,1300,0,1.75,1930,0,3,47.5587,0,0,7,1300,0,1.0
11260,1070,0,0,0,2430,0,2.75,1430,0,6,47.6842,0,0,8,3500,0,2.0
20386,0,0,0,0,1444,0,1.75,1760,0,3,47.4104,0,0,7,1444,0,1.5
678,890,2,0,0,1200,0,1.0,1850,0,3,47.5304,0,0,8,2090,0,1.0
1297,560,0,0,0,930,0,1.5,1320,0,2,47.5344,0,0,7,1490,0,1.0
11963,0,0,0,0,3190,0,2.5,2810,0,4,47.3425,0,0,9,3190,0,2.0
11590,0,0,0,0,1250,0,1.0,1300,0,3,47.4987,0,0,6,1250,0,1.0
20546,0,0,0,0,1300,0,2.25,1300,0,3,47.6871,0,0,8,1300,0,3.0
14923,920,1,0,0,1840,0,3.0,3200,0,4,47.6591,0,0,9,2760,0,2.0
434,0,0,0,0,2450,0,2.5,2300,0,4,47.7734,0,0,8,2450,0,2.0
12700,0,0,0,0,2600,0,2.5,2600,0,3,47.7353,0,0,8,2600,0,2.0
6649,0,0,0,0,2540,0,2.5,1990,0,4,47.6363,0,0,8,2540,0,2.0
4086,0,0,0,0,1160,0,1.5,1160,0,3,47.5362,0,0,7,1160,0,1.0
3072,0,0,0,0,1350,0,1.0,1350,0,3,47.7318,0,0,7,1350,0,1.0
18133,1200,1,1970,1,1230,0,1.75,2750,0,3,47.5588,0,0,8,2430,0,1.0
6325,0,0,0,0,1780,0,1.75,2750,0,3,47.367,0,0,9,1780,0,1.0
16823,910,0,0,0,1320,0,2.25,2080,0,5,47.7466,0,0,8,2230,0,1.0
7822,0,0,0,0,1340,0,1.0,1210,0,3,47.4934,0,0,6,1340,0,1.5
10546,0,0,0,0,920,0,1.0,920,0,3,47.3647,0,0,6,920,0,1.0
7036,0,0,0,0,1790,0,2.5,1340,0,3,47.6894,0,0,8,1790,0,2.0
405,180,0,0,0,1330,0,3.25,1510,0,3,47.5815,0,0,9,1510,0,2.0
372,1080,0,0,0,1100,0,2.25,1810,0,4,47.7711,0,0,7,2180,0,1.0
6393,760,0,0,0,1220,0,2.0,1280,0,2,47.6809,0,0,7,1980,0,1.5
17283,310,0,0,0,900,0,1.0,1330,0,2,47.6571,0,0,6,1210,0,1.0
12640,520,0,0,0,1150,0,2.0,2020,0,3,47.6096,0,0,7,1670,0,1.0
3140,0,0,0,0,1120,0,1.75,1250,0,3,47.4418,0,0,7,1120,0,1.0
646,0,0,0,0,1680,0,1.75,1680,0,3,47.5338,0,0,7,1680,0,1.5
8406,730,1,0,0,1000,0,1.5,1620,0,3,47.5282,0,0,8,1730,0,1.0
16761,0,0,0,0,3040,0,2.5,2760,0,3,47.3355,0,0,7,3040,0,2.0
1150,0,0,0,0,880,0,1.0,1370,0,2,47.6868,0,0,7,880,0,1.0
2639,0,0,0,0,1480,0,1.75,1930,0,3,47.7225,0,0,8,1480,0,1.0
11595,0,0,0,0,1320,0,1.5,1320,0,3,47.5909,0,0,7,1320,0,2.0
12775,0,0,0,0,790,0,1.0,960,0,3,47.4984,0,0,6,790,0,1.0
5339,0,0,0,0,1470,0,1.75,1470,0,3,47.7524,0,0,6,1470,0,1.0
21507,80,0,0,0,1270,0,2.5,1350,0,3,47.5491,0,0,8,1350,0,3.0
8956,140,0,0,0,1140,0,1.0,1050,0,2,47.5258,0,0,7,1280,0,1.0
5498,0,0,0,0,1680,0,1.0,1560,0,4,47.5354,0,0,6,1680,0,1.5
12027,0,0,0,0,1320,0,2.25,2010,0,3,47.6081,0,0,7,1320,0,2.0
4546,0,0,0,0,1300,0,1.75,1740,0,3,47.6991,0,0,7,1300,0,1.0
10431,0,0,0,0,1830,0,2.75,1530,0,3,47.4377,0,0,8,1830,0,2.0
12392,0,0,1992,0,1660,0,1.75,1290,0,2,47.4899,0,0,7,1660,0,2.0
9618,1100,0,0,0,1260,0,2.0,1720,0,4,47.6534,0,0,7,2360,0,1.0
18575,1300,0,2015,0,1590,0,3.0,2180,0,4,47.6763,0,0,7,2890,0,1.0
5961,0,0,0,0,4160,0,4.0,4300,0,3,47.6635,0,0,11,4160,0,2.0
20652,0,0,0,0,2760,0,2.5,1360,0,5,47.5289,0,0,8,2760,0,2.0
16217,800,0,0,0,1410,0,2.25,2140,0,2,47.697,0,0,8,2210,0,1.0
20523,0,0,0,0,1480,0,2.0,1380,0,2,47.602,0,0,8,1480,0,3.0
17610,1230,0,0,0,810,0,2.0,1460,0,3,47.478,0,0,6,2040,0,1.0
11699,0,0,0,0,1390,0,2.5,1390,0,2,47.3081,0,0,7,1390,0,2.0
3573,0,0,0,0,2960,0,2.5,3510,0,4,47.7477,0,0,10,2960,0,2.0
195,0,0,0,0,1690,0,2.5,2550,0,3,47.2779,0,0,8,1690,0,2.0
20679,530,0,0,0,2670,0,3.5,3400,0,4,47.5515,0,0,9,3200,0,2.0
4591,0,0,0,0,2340,0,2.5,1930,0,4,47.7672,0,0,9,2340,0,2.0
15920,0,0,0,0,710,0,1.0,1500,0,2,47.4379,0,0,6,710,0,1.0
9452,2010,0,0,0,2010,0,4.0,1560,0,8,47.6732,0,0,8,4020,0,1.0
11295,0,0,0,0,2130,0,2.25,2170,1,4,47.5589,0,0,8,2130,0,2.0
1924,1000,0,0,0,1410,0,1.75,2410,0,3,47.7429,0,0,8,2410,0,1.0
8822,0,0,0,0,870,0,1.0,930,0,2,47.5274,0,0,7,870,0,1.0
1384,450,0,0,0,780,0,1.0,1570,0,3,47.6839,0,0,7,1230,0,1.0
14972,400,0,0,0,2440,0,3.0,2940,0,5,47.6285,0,1,9,2840,0,2.0
14488,0,0,0,0,1280,0,1.0,2480,0,2,47.7477,0,0,6,1280,0,1.5
9026,0,0,0,0,2700,0,2.5,2740,0,3,47.5376,0,0,8,2700,0,2.0
7872,850,3,0,0,2310,0,2.75,3130,0,4,47.7214,0,0,8,3160,0,2.0
11837,0,0,0,0,4320,0,3.25,4410,1,5,47.5461,0,0,12,4320,0,2.0
13587,0,0,0,0,1750,0,1.75,1730,0,3,47.4713,0,0,8,1750,0,1.0
9757,0,0,0,0,1160,0,2.0,1870,0,3,47.7279,0,0,7,1160,0,1.0
8201,0,0,0,0,1870,0,2.5,2190,0,3,47.3992,0,0,7,1870,0,2.0
17123,0,0,0,0,770,0,1.0,1060,0,2,47.762,0,0,7,770,0,1.0
4398,0,0,0,0,1620,0,1.75,1890,0,4,47.3808,0,0,7,1620,0,1.0
7752,0,0,0,0,1610,0,2.0,1610,0,3,47.6886,0,0,7,1610,0,1.0
20042,0,0,0,0,3320,0,2.5,1840,0,4,47.7189,0,0,9,3320,0,2.0
8062,0,0,0,0,1040,0,1.0,1040,0,3,47.3265,0,0,6,1040,0,1.0
14663,0,0,0,0,1590,0,1.0,1570,0,3,47.662,0,0,7,1590,0,1.5
16429,0,0,0,0,2790,0,4.0,2740,0,4,47.6033,0,0,9,2790,0,2.0
5002,0,0,0,0,1090,0,1.0,1340,0,3,47.5334,0,0,7,1090,0,1.0
11900,800,0,0,0,1470,0,2.5,2270,0,6,47.7722,0,0,7,2270,0,1.0
15935,760,2,0,0,2760,0,3.5,2860,0,3,47.2416,0,0,8,3520,0,2.0
14052,0,0,2007,0,4430,0,3.25,3930,0,4,47.6398,1,0,10,4430,0,2.0
1801,0,0,0,0,2250,0,2.5,2440,1,3,47.5613,0,0,9,2250,0,2.0
9103,480,0,1975,0,2970,0,2.5,1880,0,3,47.5605,0,0,8,3450,0,3.0
20624,400,0,0,0,1890,0,3.0,2230,0,3,47.5446,0,0,8,2290,0,2.5
3334,1780,0,0,0,1400,0,1.0,2180,0,3,47.1986,0,0,8,3180,0,1.0
465,0,0,0,0,430,0,0.75,1200,0,1,47.6499,0,0,4,430,0,1.0
7784,440,0,0,0,800,0,2.75,1150,0,4,47.7157,0,0,7,1240,0,1.0
15257,0,0,0,0,1610,0,2.5,1660,0,3,47.2827,0,0,7,1610,0,2.0
18883,0,0,0,0,1010,0,1.0,1310,0,3,47.7351,0,0,7,1010,0,1.0
4725,0,0,0,0,1430,0,1.75,1480,0,3,47.7271,0,0,7,1430,0,1.0
21588,190,0,0,0,1020,0,1.5,1210,0,2,47.6756,0,0,8,1210,0,2.0
2127,0,0,0,0,1800,0,2.5,1770,0,3,47.3643,0,0,7,1800,0,2.0
20559,350,0,0,0,1280,0,2.5,1590,0,2,47.5489,0,0,7,1630,0,2.0
425,500,0,0,0,1030,0,2.5,1850,0,3,47.3592,0,0,7,1530,0,1.0
4664,0,0,0,0,1250,0,1.0,1690,0,3,47.6986,0,0,7,1250,0,1.0
3991,0,0,0,0,2100,0,2.5,2100,0,3,47.5338,0,0,8,2100,0,2.0
16953,0,0,0,0,1500,0,1.5,1500,0,3,47.468,0,0,7,1500,0,1.0
9113,0,0,1983,0,2290,0,2.5,2260,0,3,47.641,0,0,9,2290,0,3.0
2295,830,0,2015,0,1520,0,2.75,1920,0,5,47.6388,0,1,8,2350,0,1.5
6308,0,0,0,0,1880,0,2.0,1590,0,2,47.6238,0,1,8,1880,0,1.5
17877,0,2,0,0,1620,0,2.5,1620,0,3,47.2138,0,0,6,1620,0,1.0
9603,950,0,0,0,4910,0,4.25,3320,0,4,47.7245,0,0,10,5860,0,2.0
65,1000,0,0,0,1770,0,2.75,1440,0,3,47.5747,0,0,7,2770,0,1.5
6149,500,0,0,0,990,0,1.75,1490,0,3,47.4917,0,0,6,1490,0,1.0
18137,440,2,0,0,1340,0,2.25,2060,0,3,47.723,0,0,7,1780,0,1.0
1476,0,0,0,0,1500,0,2.25,1470,0,3,47.7159,0,0,7,1500,0,2.0
12913,780,0,0,0,1100,0,3.0,1640,0,5,47.5453,0,0,7,1880,0,1.0
18457,0,0,0,0,1190,0,2.5,1410,0,3,47.6762,0,0,8,1190,0,3.0
12830,0,0,0,0,1120,0,1.0,1280,0,1,47.2972,0,0,7,1120,0,1.0
2254,990,2,0,1,3260,0,2.5,3690,0,4,47.5578,0,0,9,4250,0,2.0
17347,0,0,0,0,3500,0,2.75,3920,0,4,47.6818,0,0,9,3500,0,2.0
4119,500,0,0,0,1190,0,1.75,1880,0,4,47.773,0,0,7,1690,0,1.0
6408,770,0,0,0,770,0,1.75,1510,0,3,47.67,0,0,6,1540,0,1.0
21342,0,0,0,0,3050,0,2.75,2730,0,4,47.4857,0,0,8,3050,0,2.0
11980,0,0,0,0,4225,0,4.5,2870,0,4,47.6118,0,0,11,4225,0,2.0
5599,1010,2,0,0,1490,0,2.75,2830,0,4,47.3381,0,0,9,2500,0,1.0
18143,0,0,0,0,1490,0,1.75,2350,0,3,47.5896,0,0,8,1490,0,1.0
5936,1230,2,2004,0,3240,0,2.25,2930,1,3,47.574,0,0,9,4470,0,2.0
16888,1520,0,0,0,4090,0,4.0,3860,0,5,47.7239,0,0,11,5610,0,2.0
8128,360,0,0,0,1040,0,1.75,1860,0,3,47.717,0,0,7,1400,0,1.0
1348,640,0,0,0,1400,0,2.25,1890,0,4,47.7356,0,0,8,2040,0,1.0
6327,1170,0,0,0,2400,0,2.5,3140,0,3,47.7475,0,0,8,3570,0,1.0
1653,0,2,0,0,3000,0,2.0,2330,0,1,47.6331,0,0,8,3000,0,2.5
21460,0,0,0,0,3770,0,3.5,1520,0,4,47.6744,0,0,10,3770,0,2.0
9206,0,0,0,0,2990,0,2.5,2790,0,3,47.4928,0,0,9,2990,0,2.0
12310,1350,0,0,0,1350,0,4.0,2260,0,6,47.5525,0,0,7,2700,0,1.0
75,1040,0,0,0,2390,0,4.0,3240,0,4,47.5822,0,0,10,3430,0,2.0
19907,0,0,0,0,4000,0,3.5,3690,0,5,47.5265,0,0,9,4000,0,2.0
17667,0,0,0,0,1360,0,2.25,1900,0,3,47.6988,0,0,7,1360,0,1.5
7894,0,0,0,0,880,0,1.0,1800,0,2,47.3757,0,0,7,880,0,1.0
10196,0,0,0,0,1700,0,1.5,1460,0,5,47.7614,0,0,7,1700,0,1.5
5082,0,0,0,0,2690,0,2.5,2300,0,4,47.3343,0,0,7,2690,0,2.0
7635,0,0,0,0,940,0,1.0,1450,0,2,47.7523,0,0,6,940,0,1.0
1608,890,0,0,0,1220,0,2.0,1350,0,3,47.504,0,0,6,2110,0,1.5
8995,290,2,0,0,1140,0,1.75,1310,0,3,47.4964,0,0,7,1430,0,1.0
18123,0,0,0,0,1320,0,1.75,1670,0,3,47.3902,0,0,7,1320,0,1.0
1188,0,0,0,0,1230,0,1.0,1270,0,2,47.7298,0,0,7,1230,0,1.0
15979,0,0,0,0,1250,0,2.0,1250,0,2,47.6526,0,0,7,1250,0,1.0
18916,0,0,0,0,1470,0,1.75,1530,0,3,47.6755,0,0,7,1470,0,1.5
20594,0,0,0,0,1550,0,3.25,1550,0,3,47.6767,0,0,8,1550,0,3.0
15212,0,0,0,0,1080,0,1.75,1800,0,2,47.7065,0,0,7,1080,0,2.0
10954,0,0,0,0,1800,0,1.5,1800,0,4,47.6605,0,0,8,1800,0,1.5
19562,1100,3,0,0,3170,0,3.5,3100,0,4,47.6474,0,0,10,4270,0,2.0
17915,0,0,0,0,1680,0,1.75,2040,0,3,47.3112,0,0,8,1680,0,1.0
15593,790,0,0,0,1130,0,2.75,1830,0,4,47.539,0,0,7,1920,0,1.0
8511,0,0,0,0,2750,0,2.5,2810,0,4,47.3304,0,0,9,2750,0,2.0
14286,1150,0,0,0,2270,0,3.0,2430,1,6,47.5508,0,0,9,3420,0,1.0
18539,1040,0,0,0,1470,0,2.0,990,0,3,47.5631,0,0,8,2510,0,1.0
18154,400,0,0,0,2480,0,2.25,2460,0,4,47.6999,0,0,8,2880,0,2.0
4018,0,0,0,0,1540,0,1.0,2027,0,4,47.4163,0,0,7,1540,0,1.5
17575,0,0,0,0,3220,0,2.5,2610,0,4,47.5849,0,0,10,3220,0,2.0
19780,0,0,0,0,3010,0,2.5,3030,0,3,47.4949,0,0,8,3010,0,2.0
4471,900,0,0,0,930,0,1.75,1540,0,4,47.6536,0,0,7,1830,0,1.0
14209,720,0,0,0,900,0,1.75,1590,0,2,47.543,0,0,7,1620,0,1.0
14517,780,1,0,0,1150,0,1.75,1590,0,3,47.4539,0,0,7,1930,0,1.0
12670,450,0,0,0,1820,0,2.25,2520,0,3,47.7506,0,0,9,2270,0,1.0
4686,0,0,0,0,3400,0,2.75,3060,1,4,47.5661,0,0,9,3400,0,2.0
20212,0,0,0,0,1767,0,2.5,1949,0,4,47.2607,0,0,8,1767,0,2.0
10009,0,0,0,0,1060,0,1.0,1060,0,3,47.305,0,0,6,1060,0,1.0
2017,270,0,0,0,1220,0,3.25,1550,0,3,47.6357,0,0,8,1490,0,3.0
4255,1120,4,0,0,2782,0,4.5,1100,0,6,47.5837,0,0,9,3902,0,3.0
21454,0,0,0,0,1290,0,1.5,1360,0,3,47.6965,0,0,8,1290,0,3.0
417,910,0,0,0,1290,0,2.25,1910,0,4,47.7448,0,0,7,2200,0,1.0
12504,400,0,0,0,1000,0,2.75,1400,0,3,47.5095,0,0,7,1400,0,1.0
11475,0,0,0,0,1540,0,2.5,1500,0,3,47.6498,0,0,8,1540,0,3.0
1221,990,0,0,0,1190,0,2.5,2070,0,4,47.7419,0,0,7,2180,0,1.0
15494,0,0,0,0,1820,0,1.75,1880,0,4,47.7606,0,0,7,1820,0,2.5
13935,0,0,0,0,1470,0,2.5,1510,0,2,47.6213,0,0,8,1470,0,2.0
8649,0,0,0,0,620,0,1.0,1290,0,2,47.6655,0,0,6,620,0,1.0
20352,0,0,0,0,1658,0,2.5,1658,0,3,47.3667,0,0,8,1658,0,2.0
7365,0,0,0,0,1580,0,2.75,1770,0,3,47.7367,0,0,7,1580,0,2.0
5404,0,0,0,0,2280,0,2.5,2180,0,4,47.7471,0,0,8,2280,0,2.0
17204,0,0,0,0,2590,0,2.75,2850,1,3,47.5527,0,0,10,2590,0,2.0
9104,0,0,0,0,1700,0,2.0,2480,0,3,47.4164,0,0,7,1700,0,1.0
10273,0,0,0,0,920,0,1.0,1010,0,3,47.2892,0,0,6,920,0,1.0
19421,980,2,0,0,1220,0,2.25,1940,0,4,47.5818,0,0,8,2200,0,1.0
13915,400,0,0,0,900,0,1.5,1630,0,3,47.3737,0,0,7,1300,0,1.0
2817,0,0,0,0,1680,0,1.0,1740,0,4,47.6667,0,0,7,1680,0,1.5
6064,0,0,0,0,1000,0,1.0,1420,0,3,47.4825,0,0,7,1000,0,1.0
21596,0,0,0,0,3600,0,2.75,3550,0,5,47.4822,0,0,9,3600,0,2.0
