bedrooms,bathrooms,interior_space,floors,see_sea,view_qual,grade,space_above,sqft_basement,yr_renovated,lat,space_int_15,zipcode_98004,zipcode_98006,zipcode_98039,zipcode_98040,zipcode_98112
4,2.0,1540,1.0,0,0,7,1040,500,0,47.3664,1720,0,0,0,0,0
4,2.25,2130,2.0,0,0,8,2130,0,0,47.6271,1910,0,0,0,0,0
2,1.75,1350,1.0,0,0,8,1350,0,0,47.7091,1680,0,0,0,0,0
5,3.25,2450,2.0,0,0,8,1770,680,2014,47.688,1620,0,0,0,0,0
4,2.5,1940,2.0,0,0,9,1940,0,0,47.6427,1790,0,0,0,0,1
5,2.5,2890,2.0,0,2,9,2890,0,0,47.5453,3010,0,0,0,0,0
3,1.75,1680,1.0,0,0,8,1340,340,0,47.4631,1730,0,0,0,0,0
4,2.25,1960,1.0,0,0,8,1220,740,0,47.3199,1650,0,0,0,0,0
3,1.75,1590,1.0,0,0,7,1190,400,0,47.3628,1680,0,0,0,0,0
4,1.0,1390,1.0,0,0,7,1390,0,0,47.3457,1230,0,0,0,0,0
4,1.75,2440,1.0,0,0,8,1610,830,0,47.3743,2180,0,0,0,0,0
4,2.0,1850,1.0,0,0,7,1540,310,0,47.3666,1620,0,0,0,0,0
4,2.5,2800,2.0,0,0,8,2800,0,0,47.2675,1970,0,0,0,0,0
3,2.5,3780,1.5,0,0,10,3780,0,0,47.7499,3450,0,0,0,0,0
3,2.0,1910,1.0,0,0,7,1000,910,0,47.37,1780,0,0,0,0,0
4,2.25,2460,1.0,0,0,7,1230,1230,0,47.5285,2090,0,0,0,0,0
1,1.0,810,1.0,0,1,7,590,220,0,47.5696,1920,0,0,0,0,0
3,1.5,1900,1.0,0,0,7,1500,400,0,47.6991,1810,0,0,0,0,0
2,1.75,3490,1.0,0,3,10,2320,1170,0,47.5462,3490,0,1,0,0,0
3,2.5,2200,1.0,0,0,8,1570,630,0,47.4395,2350,0,0,0,0,0
3,1.5,1190,1.0,0,0,7,1190,0,0,47.7561,1190,0,0,0,0,0
3,2.25,2040,2.0,0,0,8,2040,0,0,47.6976,2590,0,0,0,0,0
4,2.5,2400,2.0,0,0,8,2400,0,0,47.5344,2070,0,0,0,0,0
3,2.5,1670,2.0,0,0,7,1670,0,0,47.4424,1610,0,0,0,0,0
2,1.0,990,1.0,0,0,6,990,0,0,47.5615,1700,0,0,0,0,0
3,1.75,2920,1.0,0,0,7,2920,0,0,47.4429,1560,0,0,0,0,0
3,1.75,1840,1.0,0,0,8,1840,0,0,47.5847,2850,0,0,0,0,0
2,1.0,910,1.5,0,0,7,910,0,0,47.5633,1270,0,0,0,0,0
5,2.5,2950,2.0,0,0,8,2950,0,0,47.4186,1480,0,0,0,0,0
3,1.5,1240,1.0,0,0,7,1240,0,0,47.4756,1845,0,0,0,0,0
4,2.5,1980,2.0,0,0,7,1980,0,0,47.3678,1600,0,0,0,0,0
3,1.0,1200,1.0,0,0,7,1200,0,0,47.3261,1230,0,0,0,0,0
3,1.5,1280,1.0,0,0,7,1280,0,0,47.6304,1470,0,0,0,0,0
4,2.5,3150,2.0,0,0,9,3150,0,0,47.4568,3100,0,0,0,0,0
5,3.5,3500,2.0,0,0,10,3500,0,0,47.5887,3110,0,0,0,0,0
3,1.5,1680,1.0,0,0,7,1680,0,0,47.5716,1760,0,0,0,1,0
3,2.5,1360,2.0,0,0,7,1360,0,0,47.6831,1090,0,0,0,0,0
3,2.25,2110,1.0,0,0,8,1530,580,0,47.3088,2640,0,0,0,0,0
2,1.0,2034,1.0,1,4,7,1159,875,0,47.3312,1156,0,0,0,0,0
3,1.5,1900,1.0,0,0,7,1120,780,0,47.4729,1900,0,0,0,0,0
4,2.0,2380,1.5,0,0,6,1470,910,2014,47.5652,1300,0,0,0,0,0
5,3.5,4050,1.0,0,2,9,2230,1820,0,47.4384,3210,0,0,0,0,0
2,1.5,1120,3.0,0,0,8,1120,0,0,47.6524,1370,0,0,0,0,0
4,4.0,2850,2.0,0,0,8,2120,730,0,47.547,2380,0,0,0,0,0
4,2.25,2360,1.0,0,0,8,1640,720,0,47.75,2320,0,0,0,0,0
5,3.0,2540,1.0,0,0,8,1270,1270,2014,47.5459,2090,0,1,0,0,0
3,1.75,1160,1.0,0,0,7,1040,120,0,47.6926,1530,0,0,0,0,0
4,3.5,2710,2.0,0,0,10,2220,490,0,47.5468,2650,0,0,0,0,0
5,2.25,3120,2.0,0,0,9,3120,0,0,47.6458,3740,1,0,0,0,0
5,2.25,3120,2.0,0,0,9,3120,0,0,47.6458,3740,1,0,0,0,0
3,2.0,1870,1.0,0,0,7,1870,0,1997,47.5777,1970,0,0,0,1,0
3,1.0,1010,1.0,0,0,7,1010,0,0,47.4396,1010,0,0,0,0,0
3,2.5,2980,1.5,0,0,11,2980,0,0,47.7133,3670,0,0,0,0,0
4,2.75,2420,2.0,0,0,8,2420,0,0,47.3771,2420,0,0,0,0,0
4,3.25,3830,2.0,0,0,9,3830,0,0,47.6906,4080,0,0,0,0,0
3,3.0,3040,3.0,0,2,10,3040,0,0,47.5409,1820,0,0,0,0,0
2,1.75,1460,1.0,0,0,7,1460,0,0,47.4461,1340,0,0,0,0,0
5,3.0,1940,1.0,0,0,8,1200,740,0,47.498,1940,0,0,0,0,0
4,3.5,3780,2.0,0,2,10,3780,0,0,47.5491,2150,0,0,0,0,0
4,2.5,1950,2.0,0,0,7,1950,0,0,47.4341,2240,0,0,0,0,0
3,2.5,2450,2.0,0,0,9,2450,0,0,47.6145,2450,0,0,0,0,0
4,1.5,1730,1.5,0,0,5,1730,0,0,47.4939,1110,0,0,0,0,0
4,1.5,1690,1.5,0,0,8,1690,0,0,47.5445,1380,0,0,0,0,0
3,2.5,2550,2.0,0,2,10,2550,0,2013,47.5996,2030,0,0,0,0,0
4,2.5,2290,2.0,0,0,9,2290,0,0,47.6283,2340,0,0,0,0,0
4,2.25,2710,1.0,0,0,7,1850,860,0,47.3207,1700,0,0,0,0,0
4,1.75,1880,1.0,0,0,7,1180,700,0,47.3068,1840,0,0,0,0,0
4,2.5,2930,2.0,0,0,8,2930,0,0,47.5164,2030,0,0,0,0,0
3,2.5,3110,2.0,0,0,9,3110,0,0,47.3281,2220,0,0,0,0,0
4,2.5,3480,2.0,0,0,10,3480,0,0,47.6895,3630,0,0,0,0,0
2,1.5,1110,1.0,0,0,7,1110,0,0,47.7467,2970,0,0,0,0,0
4,2.25,2440,1.0,0,0,7,1880,560,0,47.5933,1530,0,0,0,0,0
4,1.75,2280,1.0,0,0,7,1280,1000,0,47.4809,2120,0,0,0,0,0
3,1.0,900,1.0,0,0,6,790,110,0,47.4807,1240,0,0,0,0,0
4,1.75,1980,1.0,0,0,7,1330,650,0,47.6721,1920,0,0,0,0,0
3,2.75,3360,1.0,0,0,7,1820,1540,0,47.2604,2580,0,0,0,0,0
5,2.25,2340,2.0,0,0,8,2340,0,0,47.6369,2140,0,0,0,0,0
4,2.5,3110,2.0,0,0,8,3110,0,0,47.3782,3110,0,0,0,0,0
2,1.0,980,1.0,0,0,6,980,0,0,47.6744,1270,0,0,0,0,0
4,2.0,1480,1.0,0,0,7,1480,0,0,47.6147,1480,0,0,0,0,0
3,2.25,1800,1.0,0,0,8,1800,0,0,47.7757,2480,0,0,0,0,0
2,1.75,2130,1.0,0,0,8,1500,630,0,47.6529,2130,0,0,0,0,0
2,1.0,1270,1.0,0,0,7,1100,170,0,47.6771,1670,0,0,0,0,0
2,2.5,1150,2.0,0,0,7,1150,0,0,47.3516,1880,0,0,0,0,0
3,2.5,1840,2.0,0,0,8,1840,0,0,47.3555,2000,0,0,0,0,0
4,3.5,3180,2.0,0,1,9,2060,1120,0,47.7058,2850,0,0,0,0,0
5,2.75,1510,2.0,0,1,7,1510,0,0,47.6653,2190,0,0,0,0,0
4,2.5,3070,2.0,0,0,8,3070,0,0,47.4899,2590,0,0,0,0,0
3,2.25,1800,2.0,0,0,8,1800,0,0,47.7293,1630,0,0,0,0,0
3,1.75,1540,1.0,0,0,8,1540,0,0,47.6207,1990,0,0,0,0,0
3,1.75,2330,1.0,0,0,8,1970,360,0,47.6267,2570,0,0,0,0,0
4,1.75,1400,1.0,0,0,7,1400,0,0,47.4735,1420,0,0,0,0,0
4,2.5,2846,1.5,0,0,8,1976,870,0,47.317,1696,0,0,0,0,0
4,3.5,5830,2.0,0,0,11,5830,0,0,47.5986,5340,0,0,0,0,0
3,2.5,3380,2.0,0,0,8,3380,0,2003,47.6276,1810,0,0,0,0,0
3,1.5,1440,1.0,0,0,8,1440,0,0,47.4561,1800,0,0,0,0,0
3,2.5,1740,3.0,0,0,8,1740,0,0,47.5891,1740,0,0,0,0,0
3,1.75,1470,1.0,0,0,7,1470,0,0,47.2026,1430,0,0,0,0,0
3,2.5,2810,2.0,0,0,8,2810,0,0,47.7739,2470,0,0,0,0,0
4,3.0,2090,1.0,0,0,7,1350,740,0,47.5427,2090,0,0,0,0,0
4,3.25,4110,2.0,0,2,10,2570,1540,0,47.7382,2760,0,0,0,0,0
5,3.25,3230,2.0,0,1,9,2350,880,0,47.5202,1520,0,0,0,0,0
4,2.5,2601,2.0,0,0,9,2601,0,0,47.742,2080,0,0,0,0,0
3,1.75,2070,1.0,0,3,8,1340,730,0,47.5226,2200,0,0,0,0,0
3,1.0,1660,1.0,0,0,7,1270,390,0,47.5242,1540,0,0,0,0,0
4,1.0,1590,1.5,0,0,7,1590,0,0,47.667,2230,0,0,0,0,0
3,1.75,1860,1.0,0,0,8,1310,550,0,47.637,1630,0,0,0,0,0
3,1.0,1420,1.0,0,0,6,1420,0,0,47.4232,1400,0,0,0,0,0
3,1.0,1240,1.5,0,0,6,960,280,0,47.5675,1460,0,0,0,0,0
4,2.5,2500,1.0,0,0,8,1590,910,0,47.4685,2360,0,0,0,0,0
4,2.5,2640,2.0,0,0,8,2640,0,0,47.733,2400,0,0,0,0,0
3,1.0,1440,1.5,0,0,7,1440,0,0,47.6769,1440,0,0,0,0,0
5,3.25,3030,2.0,0,2,9,2130,900,0,47.6133,2890,0,0,0,0,0
3,1.5,1820,1.0,0,0,7,1820,0,0,47.5886,3020,1,0,0,0,0
3,2.0,2220,2.0,0,0,9,1640,580,0,47.5304,2300,0,0,0,0,0
3,1.75,2430,1.0,0,0,7,1410,1020,0,47.5116,1980,0,0,0,0,0
3,1.75,1670,1.0,0,0,8,1670,0,0,47.549,2290,0,1,0,0,0
3,1.75,1180,1.0,0,0,7,940,240,0,47.6348,1230,0,0,0,0,0
3,1.75,1620,1.0,0,0,7,1210,410,0,47.7349,1700,0,0,0,0,0
2,1.0,1030,1.0,0,0,8,1030,0,0,47.5861,1570,0,0,0,0,0
4,2.75,2900,2.0,0,0,9,2900,0,0,47.7368,2900,0,0,0,0,0
3,2.25,3420,1.0,0,0,9,1710,1710,2004,47.7412,2290,0,0,0,0,0
3,1.75,1710,1.0,0,0,8,1710,0,0,47.4706,1990,0,0,0,0,0
3,1.5,1580,1.0,0,0,6,1580,0,0,47.2903,1400,0,0,0,0,0
3,2.0,1230,1.0,0,0,7,990,240,0,47.6321,1570,0,0,0,0,0
5,2.5,2200,1.5,0,0,7,1420,780,0,47.6872,1300,0,0,0,0,0
5,2.25,2570,1.0,0,1,8,1470,1100,1992,47.4487,2570,0,0,0,0,0
4,3.5,3320,1.0,0,2,10,2040,1280,0,47.527,3240,0,0,0,1,0
3,1.0,1090,1.0,0,0,7,1090,0,0,47.5334,1340,0,0,0,0,0
5,2.75,2970,2.0,0,0,8,2970,0,0,47.7731,2730,0,0,0,0,0
3,1.75,1970,1.0,0,0,8,1970,0,0,47.6324,1910,0,0,0,0,0
4,3.0,3220,2.0,0,0,9,2450,770,0,47.4208,2810,0,0,0,0,0
3,1.0,1600,1.0,0,0,7,1600,0,0,47.7198,2050,0,0,0,0,0
2,1.0,670,1.0,0,0,6,670,0,0,47.5161,760,0,0,0,0,0
4,1.75,2360,2.0,0,0,7,1660,700,0,47.6729,1810,0,0,0,0,0
3,3.0,2150,1.5,0,0,7,1540,610,0,47.7183,1730,0,0,0,0,0
2,1.0,620,1.0,0,0,6,620,0,0,47.6877,1180,0,0,0,0,0
4,1.75,1730,2.0,0,0,7,1730,0,0,47.7188,1700,0,0,0,0,0
5,2.0,2500,1.0,0,0,7,1040,1460,0,47.7212,2060,0,0,0,0,0
3,1.0,990,1.0,0,0,6,990,0,0,47.522,990,0,0,0,0,0
3,2.0,1420,1.5,0,0,8,1420,0,0,47.6801,1220,0,0,0,0,0
3,2.25,2170,2.0,0,0,8,2170,0,0,47.3863,2430,0,0,0,0,0
4,2.0,1880,1.0,0,0,8,1880,0,0,47.6872,1610,0,0,0,0,0
3,1.0,1300,1.0,0,0,7,1300,0,0,47.282,1420,0,0,0,0,0
3,1.5,2360,2.0,0,0,7,1930,430,0,47.6923,1320,0,0,0,0,0
3,1.5,1780,1.0,0,0,8,1780,0,0,47.335,2460,0,0,0,0,0
2,2.25,2160,3.0,0,0,8,2160,0,0,47.6607,1800,0,0,0,0,0
2,1.0,950,1.0,0,2,7,950,0,0,47.57,1620,0,0,0,0,0
3,1.75,1680,1.5,0,0,8,1680,0,0,47.5272,1920,0,0,0,0,0
4,2.5,2290,2.0,0,0,9,2290,0,0,47.7385,2570,0,0,0,0,0
4,5.25,4140,2.0,0,2,11,4140,0,0,47.5871,4440,0,0,0,0,0
4,3.75,3920,3.0,0,0,8,3920,0,0,47.6805,2040,0,0,0,0,0
3,1.75,1500,1.0,0,0,7,1500,0,0,47.5866,2020,0,0,0,0,0
3,1.75,1720,1.0,0,0,7,1140,580,0,47.6977,1700,0,0,0,0,0
4,2.5,2641,2.0,0,0,7,2641,0,0,47.4038,2641,0,0,0,0,0
3,2.5,4930,2.0,0,0,9,3930,1000,0,47.7634,2760,0,0,0,0,0
3,2.5,2460,1.0,0,0,8,1520,940,0,47.5231,1745,0,0,0,0,0
4,2.25,1995,2.0,0,0,8,1995,0,0,47.2986,1880,0,0,0,0,0
3,2.5,3010,2.0,0,0,10,3010,0,0,47.6442,3240,0,0,0,0,0
3,1.75,1270,1.0,0,0,7,1270,0,2014,47.5362,1220,0,0,0,0,0
4,2.75,3080,2.0,0,3,9,3080,0,0,47.4522,3080,0,0,0,0,0
3,2.25,1670,2.0,0,0,7,1670,0,0,47.1949,1670,0,0,0,0,0
3,2.0,1470,1.0,0,0,7,1470,0,0,47.3878,1530,0,0,0,0,0
3,1.75,1730,1.0,0,0,7,1260,470,0,47.7211,1800,0,0,0,0,0
3,1.0,1070,1.0,0,0,7,1070,0,0,47.3189,1240,0,0,0,0,0
3,1.5,1660,1.0,0,0,7,1080,580,0,47.3117,1500,0,0,0,0,0
4,2.25,2410,1.0,0,0,8,2410,0,0,47.5706,2720,0,1,0,0,0
3,2.5,1040,3.0,0,0,7,1040,0,0,47.6673,1290,0,0,0,0,0
2,1.0,970,1.0,0,0,7,970,0,0,47.6609,1060,0,0,0,0,0
5,2.75,2910,1.5,0,0,8,2910,0,0,47.6552,2940,0,0,0,0,0
3,1.75,2340,1.5,0,0,8,2340,0,0,47.5432,1970,0,1,0,0,0
3,1.75,1880,1.0,0,0,7,1330,550,0,47.3295,1870,0,0,0,0,0
2,1.0,1110,1.5,0,0,6,970,140,0,47.6453,1884,0,0,0,0,0
4,2.5,2790,2.0,0,0,9,2790,0,0,47.6223,2780,0,0,0,0,0
4,2.0,1590,1.0,0,0,8,1590,0,0,47.7408,2090,0,0,0,0,0
6,2.75,5700,1.0,0,4,10,2850,2850,0,47.5601,3690,0,1,0,0,0
4,1.0,1200,1.0,0,0,6,1060,140,0,47.5317,1580,0,0,0,0,0
3,3.0,3200,1.0,0,0,8,2360,840,0,47.4121,3090,0,0,0,0,0
3,2.25,1510,1.0,0,0,7,1150,360,0,47.3484,1510,0,0,0,0,0
3,1.75,1880,1.0,0,0,7,1880,0,0,47.5913,2730,0,0,0,0,0
4,2.5,3070,2.0,0,0,8,2070,1000,0,47.659,2560,0,0,0,0,0
4,2.25,2110,2.0,0,0,8,2110,0,0,47.7331,2110,0,0,0,0,0
3,2.0,2350,1.5,0,0,9,2350,0,0,47.3043,2430,0,0,0,0,0
4,3.5,3270,1.0,0,2,8,1660,1610,0,47.7437,2790,0,0,0,0,0
4,1.75,2220,1.0,0,0,7,1320,900,0,47.5215,940,0,0,0,0,0
4,3.5,5990,2.0,0,0,11,5990,0,0,47.667,4690,0,0,0,0,0
3,2.0,1760,2.0,0,0,7,1760,0,0,47.6534,2010,0,0,0,0,0
4,2.75,2200,1.0,0,0,7,1120,1080,0,47.74,1210,0,0,0,0,0
4,1.0,1550,1.5,0,0,6,1550,0,0,47.5184,1370,0,0,0,0,0
4,3.75,5070,2.0,0,0,11,5070,0,0,47.6567,4920,0,0,0,0,0
2,2.25,1040,2.0,0,0,8,1040,0,0,47.6037,1560,0,0,0,0,0
3,1.5,2560,1.5,0,0,8,1660,900,0,47.6384,2560,0,0,0,0,1
3,1.75,1850,1.0,0,0,8,1850,0,0,47.7241,1600,0,0,0,0,0
3,1.5,2090,1.0,0,0,7,1790,300,0,47.5362,2180,0,0,0,0,0
3,2.5,2010,2.0,0,0,8,1390,620,0,47.5525,1690,0,0,0,0,0
4,2.5,2518,2.0,0,0,8,2518,0,0,47.5894,2280,0,0,0,0,0
3,2.75,2810,2.0,0,0,8,2040,770,0,47.6796,1890,0,0,0,0,0
3,2.5,2600,1.0,0,0,9,2600,0,0,47.6223,2440,0,0,0,0,0
3,2.5,2060,1.0,0,0,8,1160,900,2010,47.5245,1990,0,0,0,0,0
3,2.5,2920,2.0,0,3,8,2920,0,0,47.3809,3150,0,0,0,0,0
4,2.5,2130,2.0,0,0,8,2130,0,0,47.4381,2220,0,0,0,0,0
3,3.0,2290,1.0,0,0,8,1420,870,1990,47.3558,1890,0,0,0,0,0
3,1.0,1230,1.5,0,0,7,1230,0,0,47.6947,1250,0,0,0,0,0
3,1.75,2020,1.0,0,0,9,2020,0,0,47.5383,3050,0,0,0,1,0
3,2.0,1430,1.0,0,0,7,990,440,0,47.3742,1430,0,0,0,0,0
2,2.5,2270,3.0,0,0,7,1820,450,0,47.6757,2180,0,0,0,0,0
4,2.5,1910,2.0,0,0,8,1910,0,0,47.3891,1910,0,0,0,0,0
3,1.5,1780,1.0,0,0,7,1780,0,0,47.7631,2740,0,0,0,0,0
4,2.5,2690,2.0,0,0,7,2690,0,0,47.3343,2300,0,0,0,0,0
3,1.75,1330,1.0,0,0,7,1330,0,0,47.7322,1480,0,0,0,0,0
4,2.5,3060,1.0,0,0,8,1700,1360,0,47.7387,1630,0,0,0,0,0
3,3.25,1760,3.0,0,0,8,1760,0,0,47.7201,1520,0,0,0,0,0
3,1.75,1570,1.0,0,0,7,1570,0,0,47.4425,1890,0,0,0,0,0
2,1.0,960,1.0,0,0,6,810,150,0,47.494,960,0,0,0,0,0
3,2.0,1680,1.0,0,0,7,1680,0,0,47.3248,2480,0,0,0,0,0
2,1.0,1440,1.5,0,0,7,1440,0,0,47.7223,1980,0,0,0,0,0
3,2.25,1960,1.0,0,0,8,1600,360,0,47.4427,1980,0,0,0,0,0
4,2.0,1790,1.0,0,2,7,840,950,0,47.6526,1440,0,0,0,0,0
3,2.5,2560,2.0,0,0,9,2560,0,0,47.5497,2710,0,1,0,0,0
2,1.5,1010,1.0,0,0,7,1010,0,0,47.6897,1160,0,0,0,0,0
4,3.75,2560,2.0,0,0,7,1900,660,2006,47.7326,1400,0,0,0,0,0
2,1.75,1200,1.0,0,0,7,800,400,2005,47.6132,1330,0,0,0,0,0
3,2.5,3910,2.0,0,0,10,3910,0,0,47.6374,2280,0,0,0,0,0
4,1.75,2260,1.0,0,0,9,2260,0,0,47.5976,2430,0,0,0,0,0
3,2.25,2110,2.0,0,0,8,2110,0,0,47.742,1860,0,0,0,0,0
4,2.5,3340,2.0,0,0,10,3340,0,0,47.6515,1770,0,0,0,0,0
3,1.0,1400,1.5,0,0,6,1400,0,0,47.7124,1420,0,0,0,0,0
4,1.75,1760,1.5,0,0,7,1760,0,0,47.5882,3030,0,0,0,0,0
3,2.5,2010,2.0,0,0,8,2010,0,0,47.568,1850,0,0,0,0,0
4,2.0,2300,1.5,0,0,8,1550,750,0,47.678,1670,0,0,0,0,0
5,2.75,2510,1.0,0,0,7,1600,910,0,47.7719,2910,0,0,0,0,0
3,2.0,1340,2.0,0,0,7,1340,0,0,47.6857,1120,0,0,0,0,0
3,1.75,1560,1.5,0,0,7,1560,0,1985,47.6868,2220,0,0,0,0,0
4,3.5,3350,1.0,0,1,7,2140,1210,0,47.3978,2580,0,0,0,0,0
4,2.75,3710,2.0,0,0,9,3710,0,0,47.5352,2950,0,0,0,0,0
4,2.5,2430,2.0,0,0,8,2430,0,0,47.3779,2890,0,0,0,0,0
3,1.75,2430,1.0,0,2,8,1630,800,0,47.4972,2390,0,0,0,0,0
3,2.25,2100,2.0,0,0,8,2100,0,0,47.647,2050,0,0,0,0,0
2,2.5,1880,1.0,0,0,9,1880,0,0,47.5614,1930,0,0,0,0,0
3,2.5,1630,2.0,0,0,8,1630,0,0,47.6452,1630,0,0,0,0,0
4,1.0,1640,1.5,0,0,7,1640,0,0,47.6601,1730,0,0,0,0,0
4,2.75,2310,1.0,0,0,8,1670,640,0,47.7505,2600,0,0,0,0,0
2,2.0,1930,1.0,0,0,8,1930,0,0,47.7104,1670,0,0,0,0,0
4,4.5,4750,2.0,0,2,10,3600,1150,0,47.5332,3600,0,0,0,0,0
4,2.5,2300,1.0,0,3,7,1650,650,0,47.4125,2300,0,0,0,0,0
2,1.0,1050,1.0,0,0,7,1050,0,0,47.5471,1240,0,0,0,0,0
2,1.0,1500,1.0,0,0,6,1500,0,0,47.5027,1130,0,0,0,0,0
3,1.0,1150,1.0,0,0,6,1150,0,0,47.4613,1230,0,0,0,0,0
4,1.5,1920,1.0,0,0,7,1370,550,0,47.2987,1550,0,0,0,0,0
4,2.75,3660,2.0,0,0,10,3660,0,0,47.6813,3090,0,0,0,0,0
3,1.75,1720,1.0,0,0,7,1140,580,0,47.3177,1330,0,0,0,0,0
3,2.25,2100,1.0,0,4,8,1470,630,0,47.4544,2410,0,0,0,0,0
4,2.5,2400,2.0,0,0,8,2400,0,0,47.2606,2406,0,0,0,0,0
3,2.5,2540,2.0,0,0,10,2540,0,0,47.6037,3190,0,0,0,0,0
4,1.75,2080,1.0,0,0,7,1050,1030,0,47.3385,1500,0,0,0,0,0
5,3.25,3400,2.0,0,0,10,3400,0,0,47.6141,2650,0,0,0,0,0
4,1.75,2200,2.0,0,0,8,2200,0,0,47.3131,1910,0,0,0,0,0
5,1.75,2140,1.0,0,0,7,1200,940,0,47.6625,1600,0,0,0,0,0
5,3.25,3850,2.0,0,2,9,3030,820,0,47.3324,2640,0,0,0,0,0
4,3.25,4270,2.0,0,0,9,3060,1210,0,47.5362,2850,0,0,0,0,0
3,1.75,1340,1.0,0,0,7,1340,0,0,47.4182,1370,0,0,0,0,0
1,1.5,1100,1.5,0,0,8,1100,0,0,47.3829,1400,0,0,0,0,0
5,2.75,2870,2.0,0,0,9,2870,0,0,47.5405,2800,0,0,0,0,0
2,1.0,1320,1.0,0,0,7,1320,0,0,47.705,1290,0,0,0,0,0
6,2.0,2150,1.0,0,0,7,1270,880,0,47.6514,1740,0,0,0,0,0
4,1.5,2470,1.5,0,0,7,1480,990,0,47.6365,2140,0,0,0,0,0
4,2.75,1910,1.0,0,0,7,1000,910,0,47.369,1880,0,0,0,0,0
3,2.5,2130,2.0,0,0,7,2130,0,0,47.3655,1670,0,0,0,0,0
4,2.5,2240,2.0,0,0,9,2240,0,0,47.5276,2410,0,0,0,0,0
5,2.75,1800,2.0,0,0,7,1680,120,0,47.6648,1730,0,0,0,0,0
3,1.5,2160,1.0,0,2,8,1400,760,0,47.7241,3010,0,0,0,0,0
4,2.5,3140,2.0,0,0,8,3140,0,0,47.4866,3140,0,0,0,0,0
3,2.5,1920,2.0,0,0,8,1920,0,0,47.7633,1830,0,0,0,0,0
3,1.0,1050,1.5,0,0,7,1050,0,0,47.2046,1220,0,0,0,0,0
4,3.5,3695,2.0,0,0,9,3695,0,0,47.683,4160,0,0,0,0,0
4,2.5,3910,2.0,0,0,9,2710,1200,0,47.3766,2650,0,0,0,0,0
4,2.75,3010,2.0,0,0,8,3010,0,0,47.7068,3000,0,0,0,0,0
4,1.5,1370,1.0,0,0,7,900,470,0,47.7237,1510,0,0,0,0,0
4,2.75,2080,1.0,0,0,8,1240,840,0,47.7149,1880,0,0,0,0,0
3,2.5,2250,2.0,0,0,7,2250,0,0,47.4787,2250,0,0,0,0,0
5,1.75,2120,1.0,0,0,7,1320,800,0,47.7621,2120,0,0,0,0,0
5,3.0,2220,2.0,0,3,7,2220,0,0,47.543,2340,0,0,0,0,0
3,2.5,1440,1.0,0,0,8,1440,0,0,47.5688,1900,0,0,0,0,0
3,1.0,910,1.0,0,0,7,910,0,0,47.3405,1020,0,0,0,0,0
3,1.0,1270,1.0,0,0,7,1270,0,0,47.6848,1310,0,0,0,0,0
3,2.5,2480,2.0,0,0,9,2480,0,0,47.4044,2870,0,0,0,0,0
6,2.75,2630,2.0,0,0,9,2510,120,0,47.6695,1540,0,0,0,0,0
3,2.0,2410,2.0,0,0,9,1840,570,0,47.5632,2930,0,1,0,0,0
4,2.75,2930,1.0,0,0,9,2310,620,0,47.6264,3810,1,0,0,0,0
3,2.25,1570,1.0,0,0,8,1180,390,0,47.6176,1620,0,0,0,0,0
4,1.0,1900,1.0,0,0,7,1200,700,0,47.4406,1440,0,0,0,0,0
6,2.5,2590,1.0,0,0,8,1390,1200,0,47.4608,2270,0,0,0,0,0
4,2.5,3810,2.0,0,0,9,3810,0,0,47.5925,3290,0,0,0,0,0
3,2.5,2290,2.0,0,0,9,2290,0,0,47.5441,2290,0,1,0,0,0
1,2.25,1220,2.0,0,2,8,1220,0,1979,47.6703,3150,0,0,0,0,0
3,1.75,1100,1.0,0,0,7,1100,0,0,47.3124,1430,0,0,0,0,0
4,2.5,2810,2.0,0,0,8,2810,0,0,47.3249,1680,0,0,0,0,0
3,1.0,890,1.0,0,0,6,890,0,0,47.4971,1100,0,0,0,0,0
3,2.0,1280,1.0,0,0,7,1280,0,0,47.4129,1800,0,0,0,0,0
3,2.5,2320,2.0,0,0,8,2320,0,0,47.275,2360,0,0,0,0,0
3,2.25,1720,2.0,0,0,8,1720,0,0,47.3136,2340,0,0,0,0,0
3,1.75,1530,1.0,0,0,7,1040,490,0,47.4483,1530,0,0,0,0,0
3,1.75,1580,1.0,0,0,7,1580,0,0,47.1958,1560,0,0,0,0,0
3,1.0,1360,1.0,0,0,6,1360,0,0,47.3359,1890,0,0,0,0,0
4,3.0,2680,2.0,0,2,8,2680,0,1956,47.6109,4480,0,0,1,0,0
3,2.25,1640,2.0,0,0,8,1640,0,0,47.5689,1780,0,0,0,0,0
3,2.25,2520,2.0,0,2,8,1700,820,1990,47.5705,1990,0,0,0,0,0
3,2.25,1400,2.0,0,0,9,1400,0,0,47.695,1500,0,0,0,0,0
4,2.75,2300,2.0,0,0,9,2300,0,0,47.6218,2240,0,0,0,0,0
3,1.75,1900,1.0,0,0,7,1260,640,0,47.5081,2000,0,0,0,0,0
3,2.25,2000,1.0,0,0,8,1250,750,0,47.5443,2060,0,1,0,0,0
2,1.0,900,1.0,0,0,6,900,0,0,47.542,1420,0,0,0,0,0
4,2.5,2980,2.0,0,0,9,2890,90,0,47.5445,2980,0,1,0,0,0
4,2.0,1850,1.0,0,0,7,1850,0,0,47.5009,1730,0,0,0,0,0
4,1.0,1570,1.5,0,0,7,1570,0,0,47.6275,1610,0,0,0,0,0
2,1.0,670,1.0,0,0,6,670,0,0,47.5546,1660,0,0,0,0,0
